Retrieving speedtest.net configuration...
 2665) DOM.RU (Kursk, Russian Federation) [7053.44 km]
15946) NFS Telecom (Vidnoe, Russian Federation) [7055.17 km]
18233) HomeNet ISP (Novomoskovsk, Ukraine) [7056.33 km]
 6779) JSC RialCom (Chekhov, Russian Federation) [7057.29 km]
14213) OTS Ltd. (Khotkovo, Russian Federation) [7058.60 km]
 2228) CityLink (Korolev, Russian Federation) [7058.82 km]
 4548) Vermont-IT (Korolev, Russian Federation) [7058.82 km]
 6441) Beirel Telecom ISP (Pushkino, Russian Federation) [7060.28 km]
 7328) Quartz Telecom (Podolsk, Russian Federation) [7061.48 km]
 4952) East Telecom Ltd (Mytishchi, Russia) [7062.46 km]
 2282) Intek-M (Mytishchi, Russian Federation) [7062.46 km]
13890) NetOnline.net (Nicosia, Cyprus) [7063.33 km]
 3682) Rostelecom (Moscow, Russian Federation) [7065.98 km]
12824) Akado Telecom (Moscow, Russia) [7065.98 km]
 6386) Megafon (Moscow, Russian Federation) [7065.98 km]
 1907) MTS (Moscow, Russian Federation) [7065.98 km]
10366) Orange Business Services, Russia & CIS (Moscow, Russian Federation) [7065.98 km]
10045) LLC Buran-Telecom (Moscow, Russian Federation) [7065.98 km]
 7531) Net By Net Holding LLC (Moscow, Russian Federation) [7065.98 km]
12363) COMITEN (Moscow, Russian Federation) [7065.98 km]
 8367) Starlink (Moscow, Russian Federation) [7065.98 km]
11266) INETCOM LLC (Moscow, Russian Federation) [7065.98 km]
 6562) Tele2 Russia (Moscow, Russian Federation) [7065.98 km]
13851) garstelecom (Moscow, Russian Federation) [7065.98 km]
 6827) MGTS (Moscow, Russian Federation) [7065.98 km]
 6307) AVK Komputer ltd. (Moscow, Russian Federation) [7065.98 km]
10025) NetRack (Moscow, Russian Federation) [7065.98 km]
 4984) CLN (Moscow, Russian Federation) [7065.98 km]
15252) Reconn LLC (Moscow, Russian Federation) [7065.98 km]
13185) NTSI (Moscow, Russian Federation) [7065.98 km]
18576) MOSOBLCOM LLC (Moscow, Russia) [7065.98 km]
17091) Telecom Center (Moscow, RU) [7065.98 km]
15418) Citytelecom (Moscow, Russian Federation) [7065.98 km]
 6053) MaximaTelecom (Moscow, Russian Federation) [7065.98 km]
14190) DOM.RU (Moscow, Russian Federation) [7066.14 km]
13150) Cyprus Telecommunications Authority CYTA (Nicosia, Cyprus) [7066.20 km]
 9283) GhoFi (Nicosia, Cyprus) [7066.20 km]
 2255) Cablenet (Nicosia, Cyprus) [7066.20 km]
 6276) KKTCELL (Nicosia, Cyprus) [7066.20 km]
17980) MTN Cyprus LTD. (Nicosia, Cyprus) [7066.20 km]
 9787) protvino.net (Protvino, Russian Federation) [7066.50 km]
19041) Turkcell (Kastamonu, Turkey) [7067.72 km]
 3640) EXTEND (Kyrenia, Cyprus) [7069.53 km]
12077) XrealNet Internet Ltd (Girne, Cyprus) [7069.86 km]
 4123) PJSC Telesystems of Ukraine (Dnepropetrovsk, Ukraine) [7070.49 km]
 2828) Telemost LLC (Dnepropetrovsk, Ukraine) [7070.49 km]
 4838) LigaTV, LLC (Dnepropetrovsk, Ukraine) [7070.49 km]
 3620) D-lan (Dnepropetrovsk, Ukraine) [7070.49 km]
 6181) Triolan (Dnepropetrovsk, Ukraine) [7070.49 km]
17498) Civilization (Dnepropetrovsk, UA) [7070.49 km]
17989) Vega (Farlep-Invest PrJSC) (Dnepropetrovsk, Ukraine) [7070.49 km]
11914) OneCity (Yalta, Russian Federation) [7070.72 km]
 2581) KNET-TELECOM (Yalta, Ukraine) [7070.72 km]
 1519) Nethouse Networks (Kyrenia, Cyprus) [7076.91 km]
 4832) JSC Intersvyaz (Troitsk, Russia) [7077.27 km]
 3515) Rostelecom (Dolgoprudny, Russian Federation) [7077.45 km]
 6103) STCOM (Marhanets, Ukraine) [7081.94 km]
 7436) CRIMEA-IX SIMFEROPOL (Simferopol, Ukraine) [7082.06 km]
10082) Miranda-media Simferopol (Simferopol, Russian Federation) [7082.06 km]
 8945) VOLNA (Simferopol, Russian Federation) [7082.06 km]
 2477) CRELCOM (Simferopol, Ukraine) [7082.06 km]
18128) FarLINE ISP (Simferopol, RU) [7082.06 km]
 5895) GigaNet (Simferopol, Ukraine) [7082.06 km]
 8953) Krymtelekom (Simferopol, Ukraine) [7082.06 km]
 1008) ISP ACS-Group (Simferopol, Ukraine) [7082.06 km]
18778) SevTelecom (Simferopol, Russia) [7082.06 km]
 2074) VL-Telecom Ltd (Odintsovo, Russian Federation) [7083.80 km]
 5739) LLC IPLS (Krasnogorsk, Russian Federation) [7086.51 km]
 3262) Rostelecom (Orel, Russian Federation) [7090.04 km]
 7620) Net By Net Holding LLC (Orel, Russian Federation) [7090.04 km]
 4623) JSC "VimpelCom" (Orel, Russia) [7090.04 km]
 2144) MTS (Orel, Russian Federation) [7090.04 km]
 6253) PROSTO (Energodar, Ukraine) [7090.72 km]
  610) PrimeTel (Limassol, Cyprus) [7093.79 km]
 7120) DragonNET ISP (Limassol, Cyprus) [7093.79 km]
 8072) Fortex (Nakhabino, Russian Federation) [7095.67 km]
 2499) ISP Express (Nikopol, Ukraine) [7098.26 km]
17020) Giptel (Nikopol, UA) [7098.26 km]
11824) CDIT GIGABYTE LTD. (Bakhchisaray, Russian Federation) [7098.41 km]
16070) Orange-Net (Bakhchisaray, Russian Federation) [7098.41 km]
 7931) DATAPLANET Ltd. (Zelenograd, Russian Federation) [7098.81 km]
10439) Optus (Limestonecoast, Australia) [7107.15 km]
10967) MAXnet Systems (Obninsk, Russian Federation) [7110.67 km]
 4744) Beeline (Kaluga, Russia) [7115.98 km]
11113) HiNet Region40 ISP (Kaluga, Russian Federation) [7115.98 km]
 3521) Rostelecom (Kaluga, Russian Federation) [7115.98 km]
 6167) Mobile TeleSystems (Kaluga, Russian Federation) [7115.98 km]
 2786) Contact Company Ltd. (Dubna, Russian Federation) [7121.38 km]
 4259) ISP Extratel (Poltava, Ukraine) [7121.53 km]
10867) Triolan (Poltava, Ukraine) [7121.53 km]
 2236) Signal Service LLC (Zheleznogorsk, Russian Federation) [7121.67 km]
 7486) CRIMEA-IX SEVASTOPOL (Sevastopol, Ukraine) [7123.24 km]
10103) Miranda-media Sevastopol (Sevastopol, Russian Federation) [7123.24 km]
 6351) Neo-Telecom (Sevastopol, Ukraine) [7123.24 km]
 6819) SevStar (Sevastopol, Ukraine) [7123.24 km]
14673) UBS (Sevastopol, Russian Federation) [7123.24 km]
 6882) kAmeta (Saki, Ukraine) [7125.60 km]
 4506) Spicenet Tanzania Ltd (Dar es Salaam, Tanzania) [7126.17 km]
 6480) Smile Communications Limited (Dar es Salaam, Tanzania) [7126.17 km]
 3846) Vodacom Tanzania Limited (Dar es Salaam, Tanzania) [7126.17 km]
 3174) Airtel Tanzania (Dar es Salaam, Tanzania) [7126.17 km]
 2329) Aptus Solutions (Dar es Salaam, Tanzania) [7126.17 km]
 2821) SimbaNET Tanzania (Dar es Salaam, Tanzania) [7126.17 km]
 2194) Bell Communications Ltd (Dar es Salaam, Tanzania) [7126.17 km]
 5963) BNH Communication Solutions (Dar es Salaam, Tanzania) [7126.17 km]
 6110) Tigo Tanzania (Dar es Salaam, Tanzania) [7126.17 km]
 8261) CATS-NET (Dar es Salaam, Tanzania) [7126.17 km]
10206) SITV (Sumy, Ukraine) [7133.71 km]
 2347) PP Chereda (Sumy, Ukraine) [7133.71 km]
 2302) PP Telekomunikaciyni Systemy (Sumy, Ukraine) [7133.71 km]
 9379) Slim Host (Sumy, Ukraine) [7133.71 km]
 6674) Turkcell (Ankara, Turkey) [7134.86 km]
 4668) Turk Telekom (Ankara, Turkey) [7134.86 km]
 2097) Vodafone TR (Ankara, Turkey) [7134.86 km]
 7065) Turksat Kablonet (Ankara, Turkey) [7134.86 km]
10534) GOKNET (Ankara, Turkey) [7134.86 km]
18891) Etisalat Egypt (Qena, Egypt) [7141.81 km]
10104) Miranda-media Yevpatoria (Yevpatoria, Russian Federation) [7142.70 km]
 8899) Krymelektrosvyaz (Yevpatoria, Ukraine) [7142.70 km]
15913) EvpaNet (Yevpatoria, Russian Federation) [7142.70 km]
10443) Optus (Sunshine Coast, Australia) [7150.64 km]
17702) Telstra (Sunshine Coast, AU) [7150.64 km]
 8589) Turk Telekom (Konya, Turkey) [7152.91 km]
 8535) Turkcell (Konya, Turkey) [7152.91 km]
15479) Farknet (Konya, Turkey) [7152.91 km]
18180) PanaNet Telekom (Konya, TR) [7152.91 km]
 6500) OOO "MKC" (Mozhaysk, Russian Federation) [7155.43 km]
 5442) Kahovka.Net (Nova Kakhovka, Ukraine) [7163.12 km]
 4822) SP RubinTeleCom (Nova Kakhovka, Ukraine) [7163.12 km]
10573) ISP Pretcher (Krivoy Rog, Ukraine) [7178.28 km]
 1419) ZeusNet ISP (Kremenchuk, Ukraine) [7194.48 km]
 1488) Satellite ISP (Kremenchuk, Ukraine) [7194.48 km]
 4605) Tdsplus (Volokolamsk, Russian Federation) [7196.44 km]
 3265) Rostelecom (Tver, Russian Federation) [7198.77 km]
 2732) DOM.RU (Tver, Russian Federation) [7198.77 km]
 1909) MTS (Tver, Russian Federation) [7198.77 km]
11077) Net By Net Holding LLC (Tver, Russian Federation) [7198.77 km]
 6814) REGIONSVYAZ, LLC (Tver, Russian Federation) [7198.77 km]
 1111) Fast Link Ltd. (Tver, Russian Federation) [7198.77 km]
14189) Связист (Kstovo, Russian Federation) [7201.73 km]
14389) Jamii Telecommunications (Nairobi, Kenya) [7203.91 km]
 4747) Liquid Telecom Kenya (Nairobi, Kenya) [7204.20 km]
 8402) Airtel Kenya (Nairobi, Kenya) [7204.20 km]
10914) Telkom Kenya Ltd (Nairobi, Kenya) [7204.20 km]
 2021) Zuku (Nairobi, Kenya) [7204.20 km]
 3478) Rostelecom (Bryansk, Russian Federation) [7205.73 km]
 2707) DOM.RU (Bryansk, Russian Federation) [7205.73 km]
 8191) SectorTelecom.ru (Bryansk, Russian Federation) [7205.73 km]
18218) RIA-link Ltd. (Bryansk, RU) [7205.73 km]
12110) Norma-4 (Kherson, Ukraine) [7218.78 km]
 4982) ISP UKRCOM (Kherson, Ukraine) [7218.78 km]
 7636) Omnilance Ltd. (Kherson, Ukraine) [7218.78 km]
15272) SkyNET (Kherson, Ukraine) [7218.78 km]
 2819) ISP STATUS (Kherson, Ukraine) [7218.78 km]
 3222) RostNet (Oleshki, Ukraine) [7221.11 km]
 2597) Rostelecom (Arkhangelsk, Russian Federation) [7222.82 km]
11063) Beeline (Arkhangels, Russian Federation) [7222.82 km]
 2121) NVP-CONNECT LTD (Lubny, Ukraine) [7239.63 km]
13542) LissNet (Znamianka, Ukraine) [7242.68 km]
 1689) Vodafone Egypt (Cairo, Egypt) [7267.94 km]
 7054) Orange DSL (Cairo, Egypt) [7267.94 km]
 5495) Orange DSL (Cairo, Egypt) [7267.94 km]
 1915) Orange Egypt (Cairo, Egypt) [7267.94 km]
 9121) Etisalat Misr (Cairo, Egypt) [7267.94 km]
16744) we (Cairo, EG) [7267.94 km]
 4632) Telecom Egypt (Cairo, Egypt) [7267.94 km]
16139) Telecom Egypt (Cairo, Egypt) [7267.94 km]
 2299) Omnilance LTD. (Mykolaiv, Ukraine) [7269.37 km]
 3336) NKTV Ltd. (Mykolaiv, Ukraine) [7269.37 km]
 5514) Vodafone Egypt (Giza, Egypt) [7269.78 km]
18469) ISP Imperial (Kropyvnytskyi, Ukraine) [7270.17 km]
 7216) ISP INFOCOM (Kropyvnytskyi, Ukraine) [7270.17 km]
 8959) Turkcell (Isparta, Turkey) [7277.36 km]
 4608) MTN Sudan (Khartoum, Sudan) [7277.62 km]
17434) Canar Telecom (Khartoum, SD) [7277.62 km]
 6939) ZAIN - SUDAN (Khartoum, Sudan) [7277.62 km]
 8804) UBC Web Design (Ballarat, Australia) [7279.26 km]
12946) Blink by GadgetroniX (Arusha, Tanzania) [7283.33 km]
15888) Arusha Art Ltd (Arusha, Tanzania, United Republic of) [7283.33 km]
10535) Habari Node ltd (Arusha, Tanzania) [7283.33 km]
10750) Digital Sense Cloud Services (Brisbane, Australia) [7284.00 km]
11881) VMvault (Brisbane, Australia) [7284.01 km]
 2604) Telstra (Brisbane, Australia) [7284.30 km]
 1594) 'Yes' Optus (Brisbane, Australia) [7284.30 km]
 8847) Foxtel Broadband (Brisbane, Australia) [7284.30 km]
 2165) Internode (Brisbane, Australia) [7284.30 km]
 6119) AARNet (Brisbane, Australia) [7284.30 km]
18248) Vocus Communications (Brisbane, Australia) [7284.30 km]
17515) Nehos Communications (Brisbane, AU) [7284.30 km]
18473) APNIC Pty Ltd (Brisbane, Australia) [7284.30 km]
18771) PHREEK Solutions (Brisbane, Australia) [7284.30 km]
 8633) McLaut (Cherkasy, Ukraine) [7297.78 km]
 8483) Turk Telekom (Antalya, Turkey) [7309.83 km]
 8480) Turkcell (Antalya, Turkey) [7309.83 km]
12702) Vodafone TR (Antalya, Turkey) [7309.83 km]
10441) Optus (Gold Coast, Australia) [7315.50 km]
16329) Telstra (Gold Coast, Australia) [7315.50 km]
 4048) Vodafone Hutchison Australia (GT) (Gold Coast, Australia) [7315.50 km]
 6099) PROSTO (Yagotin, Ukraine) [7329.37 km]
18132) Harbour ISP (Mudgee, AU) [7330.91 km]
 8518) Turk Telekom (Eskisehir, Turkey) [7331.61 km]
 8531) Turkcell (Eskisehir, Turkey) [7331.61 km]
 7150) ISP Intelservis (Nizhyn, Ukraine) [7333.80 km]
 5702) CJSC RASCOM (Bologoe, Russian Federation) [7333.94 km]
15719) ООО «Новые Технологии» (Klintsy, Russian Federation) [7338.71 km]
 8960) Turkcell (Burdur, Turkey) [7346.60 km]
10612) Optus (Geelong, Australia) [7357.51 km]
 2263) City Multimedia Network (Odessa, Ukraine) [7359.98 km]
 4746) TeNeT Telecommunication Company (Odessa, Ukraine) [7359.98 km]
 2796) ISP Black Sea (Одесса, Ukraine) [7359.98 km]
 7635) Omnilance Ltd. (Odessa, Ukraine) [7359.98 km]
10899) 3ACTABA.NET (Odessa, Ukraine) [7359.98 km]
 9081) UAProstir (Odessa, Ukraine) [7359.98 km]
 5346) ARSTV (Odessa, Ukraine) [7359.98 km]
17114) Megaprostir (Pervomaysk, UA) [7365.08 km]
13968) Activ8me (Melbourne, Australia) [7371.38 km]
 9108) Optus (Burwood East, Australia) [7371.38 km]
 1564) 'Yes' Optus (Melbourne, Australia) [7371.38 km]
 2225) Telstra (Melbourne, Australia) [7371.38 km]
 9660) Foxtel Broadband (Melbourne, Australia) [7371.38 km]
13057) DCS Internet Pty Ltd (Melbourne, Australia) [7371.38 km]
 6141) AARNet (Melbourne, Australia) [7371.38 km]
 2169) Internode (Melbourne, Australia) [7371.38 km]
15911) Aus Net Servers Australia Pty Ltd (Melbourne, Australia) [7371.38 km]
16207) Vocus Communications (Melbourne, Australia) [7371.38 km]
18714) Telstra (Windsor, Australia) [7376.01 km]
  970) Osnova-Internet LLC (Chernihiv, Ukraine) [7380.45 km]
 4057) Neocom (Chernihiv, Ukraine) [7380.45 km]
 3263) Rostelecom (Smolensk, Russian Federation) [7387.23 km]
11948) Smoltelecom (Smolensk, Russian Federation) [7387.23 km]
 8297) Beeline (Smolensk, Russian Federation) [7387.23 km]
 7226) TC LiS (Bilhorod-Dnistrovskyi, Ukraine) [7387.91 km]
15495) Etisalat Misr (Alexandria, Egypt) [7388.22 km]
 6297) IsimKayit.com (Kocaeli, Turkey) [7390.19 km]
18961) Codit Teknoloji (Kocaeli, Turkey) [7390.19 km]
 8596) Turkcell (Kocaeli, Turkey) [7390.19 km]
 8520) Turk Telekom (Kocaeli, Turkey) [7390.19 km]
15734) Poyraz Wifi (Kocaeli, Turkey) [7390.19 km]
 4339) Garant ISP (Gomel, Belarus) [7416.89 km]
 5657) Beltelecom (Gomel, Belarus) [7416.89 km]
 5488) Mobile TeleSystems JLLC (Gomel, Belarus) [7416.89 km]
 5374) Teleset (Gomel, Belarus) [7416.89 km]
14203) ISP OmegaTelecom (Kiev, Ukraine) [7420.58 km]
 3230) lifecell (Kiev, Ukraine) [7420.58 km]
 2518) Volia (Kiev, Ukraine) [7420.58 km]
 1108) NetAssist (Kiev, Ukraine) [7420.58 km]
 5447) Cosmonova (Kiev, Ukraine) [7420.58 km]
 5884) Adamant Ltd. (Kiev, Ukraine) [7420.58 km]
 5477) Lanet Network (Kiev, Ukraine) [7420.58 km]
 9264) Infocom (Kiev, Ukraine) [7420.58 km]
 6446) Kyivstar (Kiev, Ukraine) [7420.58 km]
 6312) Ipnet (Kiev, Ukraine) [7420.58 km]
 6088) PROSTO (Kiev, Ukraine) [7420.58 km]
 8478) Dataline (Kiev, Ukraine) [7420.58 km]
 9332) o3 (Kiev, Ukraine) [7420.58 km]
12212) Pautina.NET (Kiev, Ukraine) [7420.58 km]
16747) PrJSC "VF UKRAINE" (Kyiv, Ukraine) [7420.58 km]
16549) NashNet LLC (Kyiv, Ukraine) [7420.58 km]
 6578) Vega (Farlep-Invest) (Kiev, Ukraine) [7420.58 km]
 7743) United Network Of Ukraine (Kiev, Ukraine) [7420.58 km]
 6195) UnderNet (Kiev, Ukraine) [7420.58 km]
16563) Kyivstar Gbps (Kyiv, Ukraine) [7420.58 km]
 5121) MIIT (Kiev, Ukraine) [7420.58 km]
 6010) Triolan (Kiev, Ukraine) [7420.58 km]
17594) Euroline-Telecom (Kiev, UA) [7420.58 km]
 1712) CityLink Ltd (Petrozavodsk, Russian Federation) [7422.24 km]
 5966) Svyazservice LTD (Petrozavodsk, Russian Federation) [7422.24 km]
 2621) Rostelecom (Petrozavodsk, Russian Federation) [7422.24 km]
12389) M-TEL (Uman, Ukraine) [7422.30 km]
 9448) INTERNETTEN Teknoloji Ltd.Sti. (Gebze, Turkey) [7427.40 km]
10381) CRYSTAL TELECOM (Vasylkiv, Ukraine) [7432.19 km]
 6750) Ukrainian Internet Company LLC (Vasylkiv, Ukraine) [7432.19 km]
 8530) Turkcell (Usak, Turkey) [7439.64 km]
15818) TuruncuNet İletişim (Usak, Turkey) [7439.64 km]
14116) I-LAN LLC (Irpin, Ukraine) [7441.39 km]
14251) BEST ISP (Irpin, Ukraine) [7441.39 km]
 1528) JSC Interdnestrcom (Tiraspol, Republic of Moldova) [7447.16 km]
 8658) CityLink Ltd (Medvezhyegorsk, Russian Federation) [7448.51 km]
 8598) Turkcell (Denizli, Turkey) [7451.84 km]
 6507) Netinternet (Denizli, Turkey) [7451.84 km]
 1022) DGN Teknoloji (Bursa, Turkey) [7456.68 km]
 8595) Turkcell (Bursa, Turkey) [7456.68 km]
15326) Airfiber Internet (Bursa, Turkey) [7456.68 km]
 7341) IDEAL HOSTING (Bursa, Turkey) [7456.68 km]
10060) ULUNET (Bursa, Turkey) [7456.68 km]
 8501) Turk Telekom (Bursa, Turkey) [7456.68 km]
 5535) PROLINK LLC (Borodianka, Ukraine) [7464.38 km]
 5767) Nemicom (Borodianka, Ukraine) [7464.38 km]
 3151) Vodafone Asia (Istanbul, Turkey) [7468.24 km]
 4667) Turk Telekom Asya (Istanbul, Turkey) [7468.24 km]
 6672) Turkcell Superonline (Istanbul, Turkey) [7468.24 km]
 4791) Doruknet (Istanbul, Turkey) [7468.24 km]
10994) Radore (Istanbul, Turkey) [7468.24 km]
 8364) Turk Telekom Avrupa (Istanbul, Turkey) [7468.24 km]
 8147) Turkcell (Istanbul, Turkey) [7468.24 km]
16818) Saglayici Teknoloji (Istanbul, TR) [7468.24 km]
11250) Turk.net (Istanbul, Turkey) [7468.24 km]
 9869) Yoncu Bilisim (Istanbul, Turkey) [7468.24 km]
 3287) Netcen Teknoloji (Istanbul, Turkey) [7468.24 km]
 7323) IDEAL HOSTING (Istanbul, Turkey) [7468.24 km]
18711) Telstra (Canberra, Australia) [7477.04 km]
 2086) Volkhov-Online Ltd. (Volkhov, Russian Federation) [7478.31 km]
 6357) AARNet (Canberra, Australia) [7478.45 km]
  986) UberGlobal (Canberra, Australia) [7478.45 km]
 8657) CityLink Ltd (Segezha, Russian Federation) [7480.32 km]
 5610) BYFLY (Mogilev, Belarus) [7482.09 km]
 5490) Mobile TeleSystems JLLC (Mogilev, Belarus) [7482.09 km]
 2071) OOO TK TOR (Kirishi, Russian Federation) [7486.80 km]
 3750) Moldtelecom JSC (Chisinau, Moldova) [7502.65 km]
 4149) Orange Moldova SA (Chisinau, Moldova) [7502.65 km]
 6433) StarNet (Chisinau, Moldova) [7502.65 km]
13984) trabia network (Chisinau, Moldova) [7502.65 km]
 3668) Moldcell (Chisinau, Moldova) [7502.65 km]
 9281) IP HOST Data Center (Chisinau, Moldova) [7502.65 km]
18210) ARAX I.S.P. (Chisinau, MD) [7502.65 km]
 8502) Turk Telekom (Mugla, Turkey) [7504.90 km]
 8565) Turkcell (Mugla, Turkey) [7504.90 km]
 8071) Intersat SRL (Constanta, Romania) [7506.48 km]
 2326) GMB Computers (Constanta, Romania) [7506.48 km]
18385) 07internet.ro (Constanta, Romania) [7506.48 km]
18325) 0 7 I N T E R N E T . R O (Navodari, Romania) [7506.75 km]
 3540) Rostelecom (Veliky Novgorod, Russian Federation) [7508.28 km]
 5671) BYFLY (Vitebsk, Belarus) [7512.89 km]
 5484) Mobile TeleSystems JLLC (Vitebsk, Belarus) [7512.89 km]
 4840) JSC VOTTC "Garant" (Vitebsk, Belarus) [7512.89 km]
10440) Optus (Newcastle, Australia) [7519.01 km]
18713) Telstra (Chatswood, Australia) [7529.36 km]
 2629) Telstra (Sydney, Australia) [7535.56 km]
 1267) 'Yes' Optus (Sydney, Australia) [7535.56 km]
 9658) Foxtel Broadband (Sydney, Australia) [7535.56 km]
 3234) Vodafone Hutchison Australia (EK) (Sydney, Australia) [7535.56 km]
 2173) Internode (Sydney, Australia) [7535.56 km]
13474) VPN Solutions Pty Ltd (Sydney, Australia) [7535.56 km]
 6355) AARNet (Sydney, Australia) [7535.56 km]
14329) Tello (Sydney, Australia) [7535.56 km]
 3505) Vodafone Hutchison Australia (NN) (Sydney, Australia) [7535.56 km]
 5666) Exetel (Sydney, Australia) [7535.56 km]
17618) Vocus Communications (Sydney, Australia) [7535.56 km]
 5744) Digital Pacific (Sydney, Australia) [7535.56 km]
17784) Southern Phone Company Ltd (Sydney, AU) [7535.56 km]
 2582) Australian Private Networks (Sydney, Australia) [7535.56 km]
13425) IP Transit (Sydney, Australia) [7535.56 km]
10893) SolNode Pty Ltd (Sydney, Australia) [7535.56 km]
18392) 2degrees (Sydney, Australia) [7535.56 km]
 3861) dks.com.ua (Zhytomyr, Ukraine) [7549.52 km]
14826) KomService (Ovruch, Ukraine) [7550.97 km]
 3866) Link (Kirovsk, Russian Federation) [7552.06 km]
 2193) WebMAX ltd. (Kirovsk, Russian Federation) [7552.06 km]
 3211) IP-Connect LLC (Vinnytsia, Ukraine) [7553.04 km]
15752) RekorNET (Balikesir, Turkey) [7556.29 km]
 1453) AiRNET TELECOMUNICATII SRL (Galati, Romania) [7559.76 km]
 5915) University Dunarea de Jos of Galati (Galati, Romania) [7559.76 km]
 8197) Telecoms Ltd. (Varna, Bulgaria) [7560.54 km]
 4752) Lentel (Otradnoe, Russia) [7560.78 km]
17502) Dobrich Telecom Provider (Dobrich, BG) [7568.43 km]
12136) Kiten Net LTD (Kiten, Bulgaria) [7568.73 km]
 9103) SKAT-Retecom OOD (Sveti Vlas, Bulgaria) [7571.91 km]
 6320) Vsevnet (Vsevolozhsk, Russian Federation) [7572.67 km]
 9752) XTELECOM.RU (Vsevolozhsk, Russian Federation) [7572.67 km]
 7770) PushkinNet (Pushkin, Russian Federation) [7582.13 km]
 2376) TincoNet (Pushkin, Russian Federation) [7582.13 km]
14633) RUNNet (Saint Petersburg, Russian Federation) [7588.79 km]
 2599) Rostelecom (Saint Petersburg, Russian Federation) [7588.87 km]
 5237) Comfortel LLC. (Saint Petersburg, Russian Federation) [7588.87 km]
10309) Miran (Saint Petersburg, Russian Federation) [7588.87 km]
 6385) PJSC MegaFon (Saint Petersburg, Russian Federation) [7588.87 km]
 2690) DOM.RU (Saint Petersburg, Russian Federation) [7588.87 km]
 9644) Forest Net (Saint Petersburg, Russian Federation) [7588.87 km]
10299) AirNet (Saint Petersburg, Russian Federation) [7588.87 km]
14771) OBIT (Saint Petersburg, Russian Federation) [7588.87 km]
 4231) ITSP Prometey (Saint Petersburg, Russian Federation) [7588.87 km]
 4247) MTS OJSC (Saint Petersburg, Russian Federation) [7588.87 km]
 6735) Smart Telecom (Saint Petersburg, Russian Federation) [7588.87 km]
12549) MaximaTelecom SPB (Saint Petersburg, Russian Federation) [7588.87 km]
17310) CityTelecom (Saint Petersburg, Russia) [7588.87 km]
 5718) CJSC RASCOM (Saint Petersburg, Russian Federation) [7588.87 km]
18570) RETN (Saint Petersburg, Russia) [7588.87 km]
18209) GlobalNet LLC (St. Petersburg, RU) [7588.87 km]
19058) OOO "Medianet" (Saint Petersburg, Russian Federation) [7588.87 km]
11076) Net By Net Holding LLC (Saint Petersburg, Russian Federation) [7588.87 km]
 6051) Tele2 Russia (Saint Petersburg, Russian Federation) [7588.87 km]
 4139) Vimpelcom ltd (Saint Petersburg, Russian Federation) [7588.87 km]
12776) M18 (Saint Petersburg, Russian Federation) [7588.87 km]
 4810) ISP BCI Telecom (Saint Petersburg, Russian Federation) [7588.87 km]
16125) Selectel (Saint Petersburg, Russian Federation) [7588.87 km]
15929) PIN Co. Ltd. (Saint Petersburg, Russian Federation) [7588.87 km]
15715) LLC Globalnet (St. Petersburg, Russian Federation) [7588.87 km]
15364) Wifi Telekom Bilişim San ve Tic A.Ş (Tekirdağ, Turkey) [7589.28 km]
 2113) Gatchina-Online (Gatchina, Russian Federation) [7592.68 km]
 7358) AstraOreol ISP (Gatchina, Russian Federation) [7592.68 km]
13045) C.A.R.P. ELENA CUZA (Barlad, Romania) [7592.82 km]
16181) VinAsterisk (Khmelnik, Ukraine) [7595.06 km]
10489) SKAT TV LTD (Burgas, Bulgaria) [7595.31 km]
 4301) DigiCom.BG (Burgas, Bulgaria) [7595.31 km]
13540) Unacs Ltd (Burgas, Bulgaria) [7595.31 km]
 2294) ComNet Bulgaria (Burgas, Bulgaria) [7595.31 km]
15510) X-Trim Ltd (Sertolovo, Russian Federation) [7600.71 km]
 9011) Zain South Sudan (Juba, South Sudan) [7601.12 km]
 8064) Euroweb/TTI (Iasi, Romania) [7603.96 km]
10910) Internet Broker Iasi (Iasi, Romania) [7603.96 km]
 8656) CityLink Ltd (Sortavala, Russian Federation) [7607.15 km]
 6008) Smile Communications (Kampala, Uganda) [7611.81 km]
 9811) Tangerine Uganda Ltd. (Kampala, Uganda) [7611.81 km]
 3439) MTN Uganda (Kampala, Uganda) [7611.81 km]
 5941) Liquid Telecom Uganda (Kampala, Uganda) [7611.81 km]
 5048) Airtel Uganda (Kampala, Uganda) [7611.81 km]
16575) ROKE Telkom Uganda (KAMPALA, Uganda) [7611.81 km]
10643) AYTOSNET (Aytos, Bulgaria) [7613.40 km]
 8529) Turkcell (Kırklareli, Turkey) [7614.06 km]
 4669) Turk Telekom (Izmir, Turkey) [7622.78 km]
 6673) Turkcell (Izmir, Turkey) [7622.78 km]
 5233) Vodafone TR (Izmir, Turkey) [7622.78 km]
 5705) Yedinet Internet Hizmetleri (Izmir, Turkey) [7622.78 km]
 2415) TELECABLU (Adjud, Romania) [7629.86 km]
 4980) Citylink Ltd (Apatity, Russian Federation) [7636.92 km]
17834) ApaNet (Apatity, RU) [7636.92 km]
 6335) II SCRIBA CRISTIAN (Lehliu-gara, Romania) [7649.45 km]
16697) Nilsat Ltd (Isperih, Bulgaria) [7649.50 km]
12889) Statii Radio CB (Bacau, Romania) [7652.18 km]
15367) TV SAT 2002 (Buzau, Romania) [7654.50 km]
